position_x_lambda,intensity_marked,intensity_erased
-157.3138,1.0,0.8273152799162012
-157.21611,1.0,0.8317189263319297
-157.11844,1.0,0.8364381246455027
-157.02075,1.0,0.8414598898259231
-156.92308,1.0,0.8457135043774807
-156.8254,1.0,0.8495710754836279
-156.72772,1.0,0.8540779763627067
-156.63004,1.0,0.8581876604502003
-156.53236,1.0,0.8622482986676028
-156.43468,1.0,0.8665914004207307
-156.33699,1.0,0.8708752090805104
-156.23932,1.0,0.8750994899777073
-156.14163,1.0,0.8786269596934468
-156.04396,1.0,0.8830528996864897
-155.94627,1.0,0.8867900072520616
-155.8486,1.0,0.890474079570549
-155.75092,1.0,0.8944044763625894
-155.65323,1.0,0.8979762203406443
-155.55556,1.0,0.9014935992792837
-155.45787,1.0,0.9052417362988954
-155.3602,1.0,0.9089249481635217
-155.26251,1.0,0.9122663251759959
-155.16484,1.0,0.915822189869157
-155.06715,1.0,0.9193113302765319
-154.96948,1.0,0.9224720902012218
-154.8718,1.0,0.9255748868248947
-154.77411,1.0,0.9288705033365663
-154.67644,1.0,0.9318513501811764
-154.57875,1.0,0.9347729039324384
-154.48108,1.0,0.9376348516980392
-154.38339,1.0,0.9406677168897157
-154.28572,1.0,0.9436293208570652
-154.18803,1.0,0.946299934973155
-154.09035,1.0,0.948694343399783
-153.99268,1.0,0.9516667421519373
-153.89499,1.0,0.9541475870800818
-153.79732,1.0,0.9567649312798523
-153.69963,1.0,0.9591154565595565
-153.60196,1.0,0.9615909040952988
-153.50427,1.0,0.9638100928265447
-153.4066,1.0,0.9659654515259015
-153.30891,1.0,0.9680572148626039
-153.21123,1.0,0.9702505899780123
-153.11356,1.0,0.9725282113487449
-153.01587,1.0,0.974255768032903
-152.9182,1.0,0.9762270678290302
-152.82051,1.0,0.9779787954443818
-152.72284,1.0,0.9796648156739649
-152.62515,1.0,0.9815486620685576
-152.52747,1.0,0.9830919251802513
-152.4298,1.0,0.9845688551215503
-152.3321,1.0,0.9860939704790795
-152.23444,1.0,0.9874322891256389
-152.13675,1.0,0.9888066686112923
-152.03908,1.0,0.9900055155092505
-151.94139,1.0,0.9912285333384021
-151.8437,1.0,0.9922014719862428
-151.74603,1.0,0.9933576873065298
-151.64835,1.0,0.9942754786841721
-151.55067,1.0,0.9950574747978931
-151.45299,1.0,0.9959077596589662
-151.35532,1.0,0.9967342647042373
-151.25763,1.0,0.9973185910991054
-151.15996,1.0,0.9979354582945444
-151.06227,1.0,0.9984719903885739
-150.96458,1.0,0.998895959472936
-150.86691,1.0,0.9992517962561026
-150.76923,1.0,0.9995388749534474
-150.67155,1.0,0.9997727619575513
-150.57387,1.0,0.9999260791910106
-150.4762,1.0,0.9999961670691635
-150.37851,1.0,0.9999947590537542
-150.28082,1.0,0.9999219333678611
-150.18315,1.0,0.9997805842653809
-150.08546,1.0,0.9995502172998003
-149.9878,1.0,0.9992394370097318
-149.8901,1.0,0.9988810188649816
-149.79243,1.0,0.9984542337498008
-149.69475,1.0,0.9978699855780111
-149.59708,1.0,0.9973459691765089
-149.49939,1.0,0.9966522869181835
-149.4017,1.0,0.9959414738057115
-149.30403,1.0,0.9950943178677704
-149.20634,1.0,0.9942416080912699
-149.10867,1.0,0.993241526035261
-149.01099,1.0,0.9923331996500925
-148.91331,1.0,0.9910951629899082
-148.81563,1.0,0.9899607719084655
-148.71794,1.0,0.9886562456317299
-148.62027,1.0,0.9873821481324514
-148.52258,1.0,0.985926573091527
-148.42491,1.0,0.984392774972307
-148.32722,1.0,0.9829078662770219
-148.22955,1.0,0.9813564679651854
-148.13187,1.0,0.9796014549805455
-148.0342,1.0,0.9779128533893786
-147.93651,1.0,0.9761586226355217
-147.83882,1.0,0.9741847414778106
-147.74115,1.0,0.9722950283523458
-147.64346,1.0,0.9701744006997522
-147.54579,1.0,0.9681499092103841
-147.4481,1.0,0.9658843341937089
-147.35043,1.0,0.9637263159096902
-147.25275,1.0,0.9615047022630171
-147.15506,1.0,0.9588330712469095
-147.05739,1.0,0.9564745672132191
-146.9597,1.0,0.9540537976092055
-146.86203,1.0,0.9515706842117903
-146.76434,1.0,0.9488106611172086
-146.66667,1.0,0.9461988707559971
-146.56898,1.0,0.9433005492589889
-146.47131,1.0,0.940561646395547
-146.37363,1.0,0.9375264345115215
-146.27594,1.0,0.9344207436339516
-146.17827,1.0,0.9317383178330393
-146.08058,1.0,0.9285039499916731
-145.98291,1.0,0.9252006676183285
-145.88522,1.0,0.9218289400514754
-145.78755,1.0,0.9189229526927942
-145.68987,1.0,0.915426302869903
-145.59218,1.0,0.9121393691199223
-145.4945,1.0,0.9085147463409395
-145.39682,1.0,0.9048244161761884
-145.29915,1.0,0.9013599160384766
-145.20146,1.0,0.8978406597459581
-145.10379,1.0,0.8939663489010558
-145.0061,1.0,0.8900289120319689
-144.90843,1.0,0.8866479541418768
-144.81075,1.0,0.8825949817861474
-144.71306,1.0,0.8784804478677991
-144.61539,1.0,0.8746283523771329
-144.5177,1.0,0.8703972660721243
-144.42003,1.0,0.8661067302276112
-144.32234,1.0,0.862093808087969
-144.22467,1.0,0.8580313707397658
-144.12698,1.0,0.8535748455231095
-144.0293,1.0,0.8494107181731219
-143.93163,1.0,0.8451986400761392
-143.83394,1.0,0.8402249038657923
-143.73627,1.0,0.8362722917195161
-143.63858,1.0,0.831551216052064
-143.54091,1.0,0.8275146705427766
-143.44322,1.0,0.8226955813582202
-143.34555,1.0,0.8174479861507604
-143.24786,1.0,0.8129029124094733
-143.15018,1.0,0.8079305059914575
-143.0525,1.0,0.803296649056305
-142.95482,1.0,0.7982298273827864
-142.85715,1.0,0.7935100815076653
-142.75946,1.0,0.7887502071933786
-142.66179,1.0,0.7835490764944265
-142.5641,1.0,0.7783023417408279
-142.46642,1.0,0.7738275905469287
-142.36874,1.0,0.7684988780072763
-142.27106,1.0,0.7631269081053268
-142.17339,1.0,0.7585484331096075
-142.0757,1.0,0.7530991005832234
-141.97803,1.0,0.7476089356099691
-141.88034,1.0,0.7425058966511996
-141.78267,1.0,0.7365104105921557
-141.68498,1.0,0.731768527585877
-141.5873,1.0,0.7261304427715657
-141.48962,1.0,0.7208935641258325
-141.39194,1.0,0.7151862518872296
-141.29427,1.0,0.7094442868249417
-141.19658,1.0,0.7045594902546168
-141.0989,1.0,0.6983085276218597
-141.00122,1.0,0.6933709304736853
-140.90353,1.0,0.6870546515705512
-140.80586,1.0,0.6816130631289185
-140.70818,1.0,0.6761465215253093
-140.6105,1.0,0.6706558872135853
-140.51282,1.0,0.6642207092314418
-140.41515,1.0,0.6586804814880782
-140.31746,1.0,0.6531184686174094
-140.21979,1.0,0.6475355701848357
-140.1221,1.0,0.6409967075124114
-140.02441,1.0,0.6358406724180967
-139.92674,1.0,0.6297268739531308
-139.82906,1.0,0.6235924245954948
-139.73138,1.0,0.6179122948765996
-139.6337,1.0,0.6122158947574188
-139.53603,1.0,0.6060276670334546
-139.43834,1.0,0.599822386678422
-139.34065,1.0,0.5940802260584384
-139.24298,1.0,0.5878451427105751
-139.1453,1.0,0.5820770902516758
-139.04762,1.0,0.5762978910041192
-138.94994,1.0,0.5695424677394336
-138.85226,1.0,0.5642254495499865
-138.75458,1.0,0.5579324029011062
-138.6569,1.0,0.5521152263490371
-138.55922,1.0,0.546290892385304
-138.46153,1.0,0.5394880268236322
-138.36386,1.0,0.5341377638259096
-138.26617,1.0,0.5278097123494919
-138.1685,1.0,0.5214773977153072
-138.07082,1.0,0.5156290101549983
-137.97314,1.0,0.5092911807937937
-137.87546,1.0,0.5034395469757355
-137.77777,1.0,0.4970997229260344
-137.6801,1.0,0.49124816733105436
-137.58241,1.0,0.48539798063994455
-137.48474,1.0,0.47857532463946395
-137.38705,1.0,0.47273061356383483
-137.28938,1.0,0.4664032660951219
-137.1917,1.0,0.46105343332432985
-137.09402,1.0,0.4547370370865783
-136.99634,1.0,0.4484279547066474
-136.89865,1.0,0.44261156038536126
-136.80098,1.0,0.4368033012642179
-136.7033,1.0,0.43052081473090753
-136.60562,1.0,0.4242496314324108
-136.50793,1.0,0.4189529512433206
-136.41026,1.0,0.41270527397985174
-136.31258,1.0,0.40695075411349746
-136.21489,1.0,0.40025345059598555
-136.11722,1.0,0.39452783415706144
-136.01953,1.0,0.38881680632223947
-135.92186,1.0,0.38264719569090966
-135.82417,1.0,0.3769690215489718
-135.7265,1.0,0.37083680154906723
-135.62881,1.0,0.36472554533414586
-135.53113,1.0,0.35910377003165916
-135.43346,1.0,0.353501433164129
-135.33577,1.0,0.34791931696233813
-135.2381,1.0,0.3418958270412644
-135.14041,1.0,0.3363582197710238
-135.04274,1.0,0.33084325808194975
-134.94505,1.0,0.32489497965065733
-134.84738,1.0,0.3185208743368932
-134.7497,1.0,0.31353648023212854
-134.65201,1.0,0.30812358010446067
-134.55434,1.0,0.30228948781171017
-134.45665,1.0,0.2964873496464434
-134.35898,1.0,0.2907181238413695
-134.26129,1.0,0.2854226952215321
-134.16362,1.0,0.28059447349258454
-134.06593,1.0,0.2744862875334863
-133.96825,1.0,0.2692842377133642
-133.87057,1.0,0.2632554286229664
-133.77289,1.0,0.25897625468057567
-133.67522,1.0,0.2530242019857554
-133.57753,1.0,0.24795921855457675
-133.47986,1.0,0.24251135271091073
-133.38217,1.0,0.23751948830216885
-133.2845,1.0,0.23215238778684305
-133.18681,1.0,0.2272365366544349
-133.08913,1.0,0.22195342816942898
-132.99146,1.0,0.21751810140699068
-132.89377,1.0,0.21192055570300605
-132.7961,1.0,0.20756020576111406
-132.69841,1.0,0.2020597153415247
-132.60074,1.0,0.19738936734034726
-132.50305,1.0,0.1927606731283623
-132.40536,1.0,0.1877939965508316
-132.3077,1.0,0.18287771519149282
-132.21,1.0,0.17875778388074232
-132.11234,1.0,0.17356797597237347
-132.01465,1.0,0.16880360383108475
-131.91698,1.0,0.16445314910859718
-131.81929,1.0,0.16014888511384315
-131.72162,1.0,0.15553870043775983
-131.62393,1.0,0.1513324988495341
-131.52625,1.0,0.14682992957341592
-131.42857,1.0,0.14272431308599354
-131.33089,1.0,0.13833202857238736
-131.23322,1.0,0.13432943187908025
-131.13553,1.0,0.13037711306934766
-131.03786,1.0,0.12647565881627676
-130.94017,1.0,0.12198897860293739
-130.84248,1.0,0.11851330234291417
-130.74481,1.0,0.1144625789006857
-130.64713,1.0,0.11077865325047005
-130.54945,1.0,0.10654847628874672
-130.45177,1.0,0.1029811812482698
-130.3541,1.0,0.09888841290145746
-130.25641,1.0,0.09572527695076428
-130.15874,1.0,0.0923279411036541
-130.06105,1.0,0.08871072996133982
-129.96336,1.0,0.08543070917590344
-129.86569,1.0,0.08194168610314603
-129.768,1.0,0.07852014999118817
-129.67033,1.0,0.07542217875365761
-129.57265,1.0,0.07238259615513232
-129.47498,1.0,0.06915607995525014
-129.37729,1.0,0.06599913829456949
-129.2796,1.0,0.06314718352722096
-129.18193,1.0,0.06035529919506105
-129.08424,1.0,0.05739900950809339
-128.98657,1.0,0.05495330629787301
-128.88889,1.0,0.05170119648456099
-128.79121,1.0,0.04937750172071216
-128.69353,1.0,0.046698459067936036
